cik,companyname,entityid,marketoperator,markettier,primaryexchange,primarysymbol,siccode,sicdescription
0001116198,SUNRISE SOLAR CORP,76880,,,,,7011,Hotels and Motels
0001116204,SINO ASSURANCE INC.,379466,OTC Markets,OTC Pink No Information,OTC,SNAS,6351,Surety Insurance
0001116205,SEA SUN CAPITAL CORP,82858,,,,,6770,Blank Checks
0001116284,EXFO INC.,76776,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,EXFO,3825,Instruments for Measuring and Testing of Electricity and Electri
0001116317,XM SATELLITE RADIO INC,76868,,,,,4899,"Communications Services, Not Elsewhere Classified"
0001116368,COLUMBUS GEOGRAPHIC SYSTEMS (GIS) LTD.,99900,,,,,7372,Services-Prepackaged Software
0001116435,AIRVANA INC,104487,,,,,3661,Telephone and Telegraph Apparatus
0001116449,XENOGEN CORP,79826,,,,,3829,"Measuring and Controlling Devices, Not Elsewhere Classified"
0001116460,MANDARIN VENTURE EQUITY INC,195128,,,,,,
0001116463,ORASURE TECHNOLOGIES INC,76876,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,OSUR,3841,Surgical and Medical Instruments and Apparatus
0001116521,AVAYA INC,77005,,,,,3661,Telephone and Telegraph Apparatus
0001116539,GARUDA CAPITAL CORP,77200,OTC Markets,OTC Pink No Information,OTC,GRUA,2060,Sugar And Confectionery Products
0001116548,MAX RESOURCE CORP.,100766,OTC Markets,OTC Pink Current,OTC,MXROF,1000,Metal Mining
0001116578,PRUDENTIAL PLC,84653,NYSE,NYSE,NYSE,PUK,6311,Life Insurance
0001116581,DIALOG SEMICONDUCTOR PLC,77624,,,,,3674,Semiconductors and Related Devices
0001116616,HARBOR GLOBAL CO LTD,77081,,,,,6500,Real estate
0001116677,NANOSIGNAL CORP,80065,,,,,7372,Services-Prepackaged Software
0001116694,CAPITAL GROWTH SYSTEMS INC /FL/,76990,,,,,7389,"Services-Business Services, Not Elsewhere Classified"
0001116734,UNITED ENERGY CORP /NV/,77001,OTC Markets,OTC Pink No Information,OTC,UNRG,1389,"Oil and Gas Field Services, Not Elsewhere Classified"
0001116755,DESIGN WITHIN REACH INC,194107,,,,,5020,Wholesale-Furniture and Home Furnishings
0001116884,ORDERPRO LOGISTICS INC,77021,,,,,4731,Arrangement of Transportation of Freight and Cargo
0001116924,FASTCLICK INC,195039,,,,,7310,Services-Advertising
0001116927,GEOPETRO RESOURCES CO,92021,OTC Markets,OTC Pink No Information,OTC,GEOR,1382,Oil and Gas Field Exploration Services
0001116942,TTM TECHNOLOGIES INC,77054,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,TTMI,3672,Printed Circuit Boards
0001117034,CCI GROUP INC,77337,,,,,7011,Hotels and Motels
0001117042,MPOWER HOLDING CORP,77052,,,,,4813,Telephone Communications (No Radiotelephone)
0001117045,"TRYCERA FINANCIAL, INC.",77723,OTC Markets,OTC Pink Limited,OTC,TRYF,6199,Finance Services
0001117046,CYGNI INVESTMENTS INC,77814,,,,,6770,Blank Checks
0001117057,AMERICAN LORAIN CORP,79659,NYSE,NYSE MKT,NYSE MKT,ALN,2030,"Canned, Frozen and Preservd Fruit, Vegetables and Food Specialti"
0001117064,INFOVISTA SA,84081,,,,,7372,Services-Prepackaged Software
0001117073,AURORA PLATINUM EXPLORATION INC.,114290,,,,,1400,Mining and Quarrying Of Nonmetallic Minerals (No Fuels)
0001117095,TIKCRO TECHNOLOGIES LTD,97210,OTC Markets,OTCQX International,OTC,TIKRF,8731,Services-Commercial Physical and Biological Research
0001117106,NETSUITE INC,99214,,,,,7372,Services-Prepackaged Software
0001117119,KINTERA INC,140945,,,,,7372,Services-Prepackaged Software
0001117171,"CBAK ENERGY TECHNOLOGY, INC.",77427,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,CBAK,3690,"Miscellaneous Electrical Machinery, Equipment and Supplies"
0001117228,MASS MEGAWATTS WIND POWER INC,84818,OTC Markets,OTC Pink No Information,OTC,MMMW,4991,Cogeneration Services and Small Power Producers
0001117258,SECURITY INTELLIGENCE TECHNOLOGIES INC,80229,,,,,3990,Miscellaneous Manufacturing Industries
0001117297,"QUINSTREET, INC",158807,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,QNST,7389,"Services-Business Services, Not Elsewhere Classified"
0001117458,O2DIESEL CORP,77228,,,,,2890,Miscellaneous Chemical Products
0001117480,CHIMERIX INC,376315,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,CMRX,2834,Pharmaceutical Preparations
0001117603,EMBRAER BRAZILIAN AVIATION CO,97395,,,,,3721,Aircraft
0001117629,GPC BIOTECH AG,193453,,,,,2834,Pharmaceutical Preparations
0001117733,CAFEPRESS INC.,147807,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,PRSS,5900,Retail-Miscellaneous Retail
0001117795,CHINA MOBILE LTD /ADR/,79902,NYSE,NYSE,NYSE,CHL,4813,Telephone Communications (No Radiotelephone)
0001118037,SAJAN INC,106191,,,,,7389,"Services-Business Services, Not Elsewhere Classified"
0001118072,SKINOVATION PHARMACEUTICAL INC,77441,,,,,6770,Blank Checks
0001118148,AMERICAN PHYSICIANS CAPITAL INC,77430,,,,,6324,Hospital and Medical Service Plans
0001118159,"VERSADIAL, INC.",78446,,,,,3990,Miscellaneous Manufacturing Industries
0001118190,AMERICAN UTILICRAFT CORP,80041,OTC Markets,Caveat Emptor,OTC,AMUC,3721,Aircraft
0001118233,WORLDNET INC OF NEVADA,77586,,,,,6770,Blank Checks
0001118237,MBT FINANCIAL CORP,77423,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,MBTF,6021,National Commercial Banks
0001118326,CERTIFIED SERVICES INC,79436,,,,,8741,Services-Management Services
0001118344,DND TECHNOLOGIES INC,78057,OTC Markets,OTC Pink No Information,OTC,DNDT,3674,Semiconductors and Related Devices
0001118361,RENOVIS INC,97391,,,,,2834,Pharmaceutical Preparations
0001118417,"MODEL N, INC.",183985,NYSE,NYSE,NYSE,MODN,7370,"Services-Computer Programming, Data Processing, Etc."
0001118421,ONESOURCE TECHNOLOGIES INC,77355,,,,,5040,Wholesale-Professional and Commercial Equipment and Supplies
0001118480,"SPOOFEM.COM, INC.",79634,,,,,3721,Aircraft
0001118488,IROQUOIS GAS TRANSMISSION SYSTEM LP,77888,,,,,4922,Natural Gas Transmission
0001118629,GLOBAL REALTY DEVELOPMENT CORP,77742,,,,,6500,Real estate
0001118650,VIRTUAL ED LINK INC,86984,OTC Markets,OTC Pink No Information,OTC,VRED,0200,Agricultural Products-Livestock and Animal Specialties
0001118761,COMCAM INTERNATIONAL INC,192382,,,,,3651,Household Audio and Video Equipment
0001118847,QUANTUM GROUP INC /FL,80023,,,,,8742,Services-Management Consulting Services
0001118941,ENDWAVE CORP,77507,,,,,3663,Radio and Television Broadcasting and Communications Equipment
0001118961,CANEUM INC,77724,,,,,8742,Services-Management Consulting Services
0001118974,"30DC, INC.",77471,OTC Markets,OTC Pink Current,OTC,TDCH,8200,Services-Educational Services
0001118988,PICIS INC,191794,,,,,7373,Services-Computer Integrated Systems Design
0001119012,DICON FIBEROPTICS INC,375051,,,,,3827,Optical Instruments and Lenses
0001119046,ADVANCED TECHNOLOGIES GROUP LTD,77436,OTC Markets,OTC Pink No Information,OTC,AVGG,9995,Non-Operating Establishments
0001119083,MIND CTI LTD,77997,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,MNDO,7371,Services-Computer Programming Services
0001119190,"TESORO ENTERPRISES, INC.",78123,OTC Markets,OTC Pink No Information,OTC,TSNP,5000,Wholesale-Durable Goods
0001119272,PRIMEPLAYER INC,86735,,,,,3911,"Jewelry, Precious Metal"
0001119337,GT LEGEND AUTOMOTIVE HOLDINGS INC.,77611,OTC Markets,OTC Pink No Information,OTC,GTLA,7310,Services-Advertising
0001119601,"CHINA ENERGY SAVINGS TECHNOLOGY, INC.",77626,,,,,3670,Electronic Components And Accessories
0001119639,PETROBRAS - PETROLEO BRASILEIRO SA,95325,NYSE,NYSE,NYSE,PBR,1311,Crude Petroleum and Natural Gas
0001119643,NUTRA PHARMA CORP,78731,OTC Markets,OTCQB,OTC,NPHC,2833,Medicinal Chemicals and Botanical Products
0001119664,NORTEL NETWORKS LTD,80742,,,,,3661,Telephone and Telegraph Apparatus
0001119689,"NUEVO FINANCIAL CENTER, INC.",79090,,,,,4813,Telephone Communications (No Radiotelephone)
0001119697,CALIFORNIA CLEAN AIR INC,79087,,,,,7500,"Services-Automotive Repair, Services and Parking"
0001119700,BIOACCELERATE HOLDINGS INC,78115,,,,,2834,Pharmaceutical Preparations
0001119721,PRECICION TRIM INC,77866,OTC Markets,OTC Pink No Information,OTC,PRTR,4953,Refuse Systems
0001119744,VIRYANET LTD,77789,,,,,7372,Services-Prepackaged Software
0001119745,EURAND N.V.,742562,,,,,2834,Pharmaceutical Preparations
0001119769,CERAGON NETWORKS LTD,80693,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,CRNT,3663,Radio and Television Broadcasting and Communications Equipment
0001119774,COMPUGEN LTD,83245,NASDAQ,NASDAQ Global Market,Nasdaq Capital Market,CGEN,2836,"Biological Products, (No Diagnostic Substances)"
0001119775,METAL STORM LTD  /ADR/,100723,,,,,3829,"Measuring and Controlling Devices, Not Elsewhere Classified"
0001119807,TRAILBLAZER RESOURCES INC.,731218,OTC Markets,OTC Pink Limited,OTC,TBLZ,3089,"Plastics Products, Not Elsewhere Classified"
0001119809,"SINO-BON ENTERTAINMENT, INC.",720885,,,,,3944,"Games, Toys and Children's Vehicles (No Dolls and Bicycles)"
0001119821,WEALTHCRAFT SYSTEMS INC.,688239,OTC Markets,OTC Pink Current,OTC,WCCP,6552,Land Subdividers and Developers (No Cemeteries)
0001119897,BINGHAM CANYON CORP,79487,OTC Markets,OTC Pink Current,OTC,BGHM,3590,Miscellaneous Industrial and Commercial Machinery and Equipment
0001119949,MANZO PHARMACEUTICALS INC,191199,OTC Markets,OTC Pink Current,OTC,MNZO,1311,Crude Petroleum and Natural Gas
0001119951,"HUIFENG BIO-PHARMACEUTICAL TECHNOLOGY, INC.",77864,,,,,2833,Medicinal Chemicals and Botanical Products
0001119985,HYDROGENICS CORP,77931,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,HYGS,2810,Industrial Inorganic Chemicals
0001120088,"PRIVIAM, INC.",78691,,,,,3829,"Measuring and Controlling Devices, Not Elsewhere Classified"
0001120090,BYTEWATCH TECHNOLOGIES INC,78734,,,,,9995,Non-Operating Establishments
0001120096,SINO CLEAN ENERGY INC,77920,,,,,2860,Industrial Organic Chemicals
0001120102,ALAMOSA HOLDINGS INC,77941,,,,,4813,Telephone Communications (No Radiotelephone)
0001120105,INTELLON CORP,79046,,,,,3674,Semiconductors and Related Devices
0001120129,FUELS INC,915575,,,,,1381,Drilling Oil and Gas Wells
0001120193,"NASDAQ, INC.",85928,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,NDAQ,6200,"Security and Commodity Brokers, Dealers, Exchanges and Services"
0001120210,"DCI USA, INC",77791,,,,,6500,Real estate
0001120285,E-BUY HOME INC.,78207,OTC Markets,OTC Pink No Information,OTC,EBYH,1311,Crude Petroleum and Natural Gas
0001120295,IXIA,77928,,,,,3825,Instruments for Measuring and Testing of Electricity and Electri
0001120370,"BROADWIND ENERGY, INC.",78375,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,BWEN,3360,Nonferrous Foundries (castings)
0001120411,"WINSONIC DIGITAL MEDIA GROUP, LTD.",82373,,,,,7389,"Services-Business Services, Not Elsewhere Classified"
0001120427,SONOMA VALLEY BANCORP,80821,,,,,6021,National Commercial Banks
0001120434,FRIENDLY ENERGY EXPLORATION,79035,,,,,1311,Crude Petroleum and Natural Gas
0001120438,THIRD WAVE TECHNOLOGIES INC /WI,77943,,,,,2836,"Biological Products, (No Diagnostic Substances)"
0001120462,IOWA TELECOMMUNICATIONS SERVICES INC,190805,,,,,4813,Telephone Communications (No Radiotelephone)
0001120557,STORA ENSO CORP,97234,OTC Markets,OTCQX International Premier,OTC,SEOAY,2600,Papers and Allied Products
0001120569,"RAFARMA PHARMACEUTICALS, INC. (WY)",79628,OTC Markets,OTC Pink No Information,OTC,RAFA,7370,"Services-Computer Programming, Data Processing, Etc."
0001120792,NFINANSE INC.,81712,OTC Markets,OTC Pink No Information,OTC,NFSE,6153,Short-Term Business Credit Institutions
0001120796,ITSA LTD,78083,OTC Markets,OTC Pink No Information,OTC,ITSJF,4841,Cable and Other Pay Television Services
0001120802,GS AGRIFUELS CORP,78397,,,,,2860,Industrial Organic Chemicals
0001120817,INTRAOP MEDICAL CORP,79101,,,,,3841,Surgical and Medical Instruments and Apparatus
0001120830,"CHINA NATURAL GAS, INC.",79455,OTC Markets,Caveat Emptor,OTC,CHNGQ,4923,Natural Gas Transmission and Distribution
0001120914,PDF SOLUTIONS INC,78146,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,PDFS,7371,Services-Computer Programming Services
0001120916,HESS BAKKEN INVESTMENTS I CORP,79486,,,,,1311,Crude Petroleum and Natural Gas
0001120970,COMSTOCK MINING INC.,84580,NYSE,NYSE MKT,NYSE MKT,LODE,1040,Gold And Silver Ores
0001121026,METROPCS INC,180082,,,,,4812,Radiotelephone Communications
0001121076,DIRECT RESPONSE FINANCIAL SERVICES INC,81758,,,,,7389,"Services-Business Services, Not Elsewhere Classified"
0001121130,VISUALMED CLINICAL SYSTEMS CORP,78400,OTC Markets,OTC Pink No Information,OTC,VSHC,7373,Services-Computer Integrated Systems Design
0001121131,REDLINE PERFORMANCE PRODUCTS INC,110479,,,,,3790,Miscellaneous Transportation Equipment
0001121225,"MINRAD INTERNATIONAL, INC.",98860,,,,,2834,Pharmaceutical Preparations
0001121260,SHALLBETTER INDUSTRIES INC,78227,,,,,6770,Blank Checks
0001121282,"SHANDONG ZHOUYUAN SEED & NURSERY CO., LTD.",81802,OTC Markets,OTC Pink No Information,OTC,SZSN,0100,Agricultural Production-Crops
0001121302,SYBRON DENTAL SPECIALTIES INC,78194,,,,,3843,Dental Equipment and Supplies
0001121404,SANOFI,82091,NYSE,NYSE,NYSE,SNY,2834,Pharmaceutical Preparations
0001121439,EMAGEON INC,144709,,,,,7372,Services-Prepackaged Software
0001121459,"PHI MINING GROUP, INC.",79527,,,,,2200,Textile mill products
0001121484,"OIL STATES INTERNATIONAL, INC",78291,NYSE,NYSE,NYSE,OIS,3533,Oil and Gas Field Machinery and Equipment
0001121520,"XTREME MOTORSPORTS INTERNATIONAL, INC.",87300,OTC Markets,Caveat Emptor,OTC,XTMM,7389,"Services-Business Services, Not Elsewhere Classified"
0001121598,ROYAL SPRING WATER INC,78408,,,,,2086,Bottled and Canned Soft Drinks and Carbonated Waters
0001121601,MULTIMOD INVESTMENTS LTD,78410,,,,,6770,Blank Checks
0001121680,"NEWGISTICS, INC",109613,,,,,4731,Arrangement of Transportation of Freight and Cargo
0001121702,"YIELD10 BIOSCIENCE, INC.",109383,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,YTEN,3080,Miscellaneous Plastics Products
0001121783,AMERICAN SPECTRUM REALTY INC,78419,OTC,Grey Market,OTC,AQQSQ,6798,Real Estate Investment Trusts
0001121785,SLS INTERNATIONAL INC,78455,,,,,3651,Household Audio and Video Equipment
0001121788,GARMIN LTD,79286,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,GRMN,3812,"Search, Detection, Navigation, Guidance, Aeronautical, and Nauti"
0001121793,"JAGGED PEAK, INC.",79972,,,,,7372,Services-Prepackaged Software
0001121795,GHOST TECHNOLOGY INC.,79953,OTC Markets,OTC Pink No Information,OTC,GHST,7372,Services-Prepackaged Software
0001121811,ENERGY & ENGINE TECHNOLOGY CORP,81709,,,,,4581,"Airports, Flying Fields and Airport Terminal Services"
0001121901,"GLOBAL EARTH ENERGY, INC.",78459,,,,,8742,Services-Management Consulting Services
0001121980,HPL TECHNOLOGIES INC,86804,,,,,7372,Services-Prepackaged Software
0001122020,PCS EDVENTURES COM INC,82182,OTC Markets,OTCQB,OTC,PCSV,8200,Services-Educational Services
0001122051,"XTERA COMMUNICATIONS, INC.",107924,NASDAQ,NASDAQ Global Market,OTC,XCOMQ,3661,Telephone and Telegraph Apparatus
0001122063,"FTE NETWORKS, INC.",78653,OTC Markets,OTCQX U.S.,OTC,FTNWD,4813,Telephone Communications (No Radiotelephone)
0001122081,ALTERRUS SYSTEMS INC.,102759,OTC Markets,OTC Pink No Information,OTC,ASIUQ,3990,Miscellaneous Manufacturing Industries
0001122099,HOLIDAY ISLAND HOLDINGS INC,78824,OTC Markets,OTC Pink Current,OTC,HIHI,7389,"Services-Business Services, Not Elsewhere Classified"
0001122101,"EPIC ENERGY RESOURCES, INC.",78666,,,,,8742,Services-Management Consulting Services
0001122107,BELLOWS ACQUISITION CORP,78802,,,,,6770,Blank Checks
0001122108,"GLOBAL FOOD TECHNOLOGIES, INC.",78805,,,,,3550,Special Industry Machinery (No Metalworking Machinery)
0001122110,CRYSTAL FINANCE HOLDING CORP,78829,,,,,6770,Blank Checks
0001122114,BOULDIN CORP,78830,,,,,6770,Blank Checks
0001122115,"TEMPEST MICROSYSTEMS, INC.",78826,,,,,6770,Blank Checks
0001122130,"THEDIRECTORY.COM, INC.",79059,OTC Markets,OTC Pink No Information,OTC,SEEK,7311,Services-Advertising Agencies
0001122304,AETNA INC /PA/,79071,NYSE,NYSE,NYSE,AET,6324,Hospital and Medical Service Plans
0001122342,ALLIANCE FIBER OPTIC PRODUCTS INC,79266,,,,,3674,Semiconductors and Related Devices
0001122380,OSIRIS CORP,78787,OTC,Grey Market,OTC,OSRS,3531,Construction Machinery and Equipment
0001122388,ELLIE MAE INC,134697,NYSE,NYSE,NYSE,ELLI,7372,Services-Prepackaged Software
0001122411,ADVANCED SEMICONDUCTOR ENGINEERING INC,78796,NYSE,NYSE,NYSE,ASX,3674,Semiconductors and Related Devices
0001122425,CABG MEDICAL INC,189021,,,,,3841,Surgical and Medical Instruments and Apparatus
0001122491,BRF S.A.,97754,NYSE,NYSE,NYSE,BRFS,2011,Meat Packing Plants
0001122573,TISSERA INC,79662,,,,,8731,Services-Commercial Physical and Biological Research
0001122668,OPTICAL COMMUNICATION PRODUCTS INC,79028,,,,,3674,Semiconductors and Related Devices
0001122686,"PURE PLAY MUSIC, LTD.",79460,,,,,3669,"Communications Equipment, Not Elsewhere Classified"
0001122742,FEARLESS FILMS INC,79072,OTC Markets,OTC Pink No Information,OTC,FERL,8742,Services-Management Consulting Services
0001122771,"AMERICAN SOUTHWEST MUSIC DISTRIBUTION, INC",78777,,,,,7011,Hotels and Motels
0001122787,NAPSTER INC,79700,,,,,7371,Services-Computer Programming Services
0001122860,"ELECTRONIC SENSOR TECHNOLOGY, INC",108533,OTC Markets,Caveat Emptor,OTC,ESNR,3679,"Electronic Components, Not Elsewhere Classified"
0001122887,JAVA DETOUR INC.,188664,,,,,5400,Retail-Food Stores
0001122897,CVENT INC,164595,,,,,7372,Services-Prepackaged Software
0001122904,"NETGEAR, INC",79265,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,NTGR,3661,Telephone and Telegraph Apparatus
0001122973,AMERICAN GREEN INC,79026,OTC Markets,OTC Pink Current,OTC,ERBB,7372,Services-Prepackaged Software
0001122976,POLYONE CORP,79042,NYSE,NYSE,NYSE,POL,2821,"Plastic Materials, Synthetic Resins and Nonvulcan Elastomers"
0001122991,"UNIFIED SIGNAL, INC.",80128,OTC Markets,OTC Pink Limited,OTC,UNSI,4899,"Communications Services, Not Elsewhere Classified"
0001122993,BROOKMOUNT EXPLORATIONS INC,81884,OTC Markets,OTC Pink No Information,OTC,BMXI,1400,Mining and Quarrying Of Nonmetallic Minerals (No Fuels)
0001123130,PRESIDION CORP,79220,OTC Markets,Caveat Emptor,OTC,PSDI,7363,Services-Help Supply Services
0001123195,MARMION INDUSTRIES CORP,79373,OTC Markets,Caveat Emptor,OTC,MMIO,4961,Steam and Air-Conditioning Supply
0001123219,TELCOBLUE INC,79106,,,,,3060,"Fabricated Rubber Products, Not Elsewhere Classified"
0001123270,BANK MUTUAL CORP,79224,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,BKMU,6035,"Savings Institution, Federally Chartered"
0001123312,YASHENG GROUP,80666,OTC Markets,OTC Pink Limited,OTC,HERB,0100,Agricultural Production-Crops
0001123313,KYPHON INC,79435,,,,,3841,Surgical and Medical Instruments and Apparatus
0001123316,"CRYSTAL ROCK HOLDINGS, INC.",79168,NYSE,NYSE MKT,NYSE MKT,CRVP,5140,Wholesale-Groceries and Related Products
0001123333,SPECIALTY LABORATORIES INC,79372,,,,,8071,Services-Medical Laboratories
0001123337,ANDRX CORP /DE/,79176,,,,,2834,Pharmaceutical Preparations
0001123360,GLOBAL PAYMENTS INC,79255,NYSE,NYSE,NYSE,GPN,7389,"Services-Business Services, Not Elsewhere Classified"
0001123361,VIASYS HEALTHCARE INC,79469,,,,,3841,Surgical and Medical Instruments and Apparatus
0001123425,SYNTEC BIOFUEL INC,79997,OTC Markets,Caveat Emptor,OTC,SYBF,5400,Retail-Food Stores
0001123440,"CHINA FINANCE, INC.",79534,OTC Markets,OTC Pink No Information,OTC,CHFI,6153,Short-Term Business Credit Institutions
0001123448,SMART SMS CORP,79473,OTC Markets,Caveat Emptor,OTC,STMC,7389,"Services-Business Services, Not Elsewhere Classified"
0001123452,SOUTHEAST AIRPORT GROUP,83086,NYSE,NYSE,NYSE,ASR,4581,"Airports, Flying Fields and Airport Terminal Services"
0001123455,HEAD NV,92414,,,,,3949,"Sporting and Athletic Goods, Not Elsewhere Classified"
0001123457,TWIN LAKES INC,79442,,,,,6770,Blank Checks
0001123458,INFORMEDIX HOLDINGS INC,79441,,,,,3841,Surgical and Medical Instruments and Apparatus
0001123493,CHINA LOGISTICS GROUP INC,79288,OTC Markets,OTC Pink No Information,OTC,CHLO,7389,"Services-Business Services, Not Elsewhere Classified"
0001123494,HARVARD BIOSCIENCE INC,79504,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,HBIO,3826,Laboratory Analytical Instruments
0001123541,PENSON WORLDWIDE INC,79457,,,,,6211,"Security Brokers, Dealers and Flotation Companies"
0001123580,ARADYME CORP,79712,,,,,7372,Services-Prepackaged Software
