adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001477932-16-014023	1663038	RELIANT SERVICE INC	5990	CZ		RABI	34201	3 RABI		775-235-6920	CZ		RABI	34201	3 RABI		US	NV	364806481			5-SML	0	0731	10-Q	20161031	2017	Q1	20161212	2016-12-09 18:30:00.0	0	1	reliant-20161031.xml	1	
0001477932-16-014025	1464165	PIVOT PHARMACEUTICALS INC.	2834	CA	BC	VANCOUVER	V6H 1A6	1275 WEST 6TH AVENUE		604 805 7783	CA	BC	VANCOUVER	V6H 1A6	1275 WEST 6TH AVENUE		CA	BC	000000000	NEUROKINE PHARMACEUTICALS INC.	20090514	5-SML	0	0131	10-Q	20161031	2016	Q3	20161212	2016-12-09 19:32:00.0	0	1	pvotf-20161031.xml	1	
0001477932-16-014030	1106645	DEBT RESOLVE INC	7372	US	NY	WHITE PLAINS	10604	1133 WESTCHESTER AVENUE	SUITE S-223	9149495500	US	NY	WHITE PLAINS	10604	1133 WESTCHESTER AVENUE	SUITE S-223	US	DE	330889197	LOMBARDIA ACQUISITION CORP	20000214	5-SML	0	1231	10-Q/A	20160331	2016	Q1	20161212	2016-12-12 11:40:00.0	0	1	drsv-20160331.xml	1	
0001477932-16-014031	1106645	DEBT RESOLVE INC	7372	US	NY	WHITE PLAINS	10604	1133 WESTCHESTER AVENUE	SUITE S-223	9149495500	US	NY	WHITE PLAINS	10604	1133 WESTCHESTER AVENUE	SUITE S-223	US	DE	330889197	LOMBARDIA ACQUISITION CORP	20000214	5-SML	0	1231	10-Q/A	20160630	2016	Q2	20161212	2016-12-12 11:43:00.0	0	1	drsv-20160630.xml	1	
0001477932-16-014034	1603345	FAIRWIND ENERGY INC.	2821	US	CA	DANA POINT	92629	32932 PACIFIC COAST HIGHWAY	#14-254	949-715-7920	US	CA	DANA POINT	92629	32932 PACIFIC COAST HIGHWAY	#14-254	US	NV	462876282			5-SML	0	0831	10-K	20160831	2016	FY	20161212	2016-12-12 14:04:00.0	0	1	fwdr-20160831.xml	1	
0001477932-16-014069	1420368	HEMCARE HEALTH SERVICES INC.	7200	US	FL	TAMPA	33609	4830 W. KENNEDY BLVD.	SUITE 600	(844) 443622	US	FL	TAMPA	33609	4830 W. KENNEDY BLVD.	SUITE 600	US	NV	208248213	NSU RESOURCES INC	20140508	5-SML	0	1231	10-Q	20160630	2016	Q2	20161214	2016-12-14 12:37:00.0	0	1	hcre-20160630.xml	1	
0001477932-16-014071	1420368	HEMCARE HEALTH SERVICES INC.	7200	US	FL	TAMPA	33609	4830 W. KENNEDY BLVD.	SUITE 600	(844) 443622	US	FL	TAMPA	33609	4830 W. KENNEDY BLVD.	SUITE 600	US	NV	208248213	NSU RESOURCES INC	20140508	5-SML	0	1231	10-Q	20160930	2016	Q3	20161214	2016-12-14 12:41:00.0	0	1	hcre-20160930.xml	1	
0001477932-16-014074	1644488	SHARING SERVICES, INC.	7374	US	NV	HENDERSON	89704-7739	2630 CORPORATE CIRCLE	SUITE 400	775-562-0587	US	NV	HENDERSON	89704-7739	2630 CORPORATE CIRCLE	SUITE 400	US	NV	300869786			5-SML	0	0430	10-Q	20161031	2017	Q2	20161214	2016-12-14 14:55:00.0	0	1	sse-20161031.xml	1	
0001477932-16-014081	1102432	VIKING INVESTMENTS GROUP, INC.	1311	US	NY	NEW YORK	10019	1330 AVENUE OF THE AMERICAS	SUITE 23 A	(212) 653-09	US	NY	NEW YORK	10019	1330 AVENUE OF THE AMERICAS	SUITE 23 A	US	NV	980199508	SINOCUBATE, INC	20081110	5-SML	0	1231	10-K/A	20151231	2015	FY	20161214	2016-12-14 17:08:00.0	0	1	vkin-20151231.xml	1	
0001477932-16-014090	1517498	E-WORLD USA HOLDING,INC	5122	US	CA	EL MONTE	91731	9550 FLAIR DRIVE	#308	626 448 3737	US	CA	EL MONTE	91731	9550 FLAIR DRIVE	#308	US	NV	208280840			5-SML	0	1231	10-Q	20150331	2015	Q1	20161215	2016-12-14 21:18:00.0	0	1	eworld-20150331.xml	1	
0001477932-16-014094	1376804	VNUE, INC.	7822	US	NY	NEW YORK	10001	104 WEST 29TH STREET	11TH FLOOR	857-777-6190	US	NY	NEW YORK	10001	104 WEST 29TH STREET	11TH FLOOR	US	NV	980543851	TIERRA GRANDE RESOURCES INC.	20130411	5-SML	0	1231	10-K	20151231	2015	FY	20161215	2016-12-15 06:20:00.0	0	1	vnue-20151231.xml	1	
0001477932-16-014100	1376804	VNUE, INC.	7822	US	NY	NEW YORK	10001	104 WEST 29TH STREET	11TH FLOOR	857-777-6190	US	NY	NEW YORK	10001	104 WEST 29TH STREET	11TH FLOOR	US	NV	980543851	TIERRA GRANDE RESOURCES INC.	20130411	5-SML	0	1231	10-Q	20160331	2016	Q1	20161215	2016-12-15 07:20:00.0	0	1	vnue-20160331.xml	1	
0001477932-16-014102	1376804	VNUE, INC.	7822	US	NY	NEW YORK	10001	104 WEST 29TH STREET	11TH FLOOR	857-777-6190	US	NY	NEW YORK	10001	104 WEST 29TH STREET	11TH FLOOR	US	NV	980543851	TIERRA GRANDE RESOURCES INC.	20130411	5-SML	0	1231	10-Q	20160630	2016	Q2	20161215	2016-12-15 07:24:00.0	0	1	vnue-20160630.xml	1	
0001477932-16-014127	1376804	VNUE, INC.	7822	US	NY	NEW YORK	10001	104 WEST 29TH STREET	11TH FLOOR	857-777-6190	US	NY	NEW YORK	10001	104 WEST 29TH STREET	11TH FLOOR	US	NV	980543851	TIERRA GRANDE RESOURCES INC.	20130411	5-SML	0	1231	10-Q	20160930	2016	Q3	20161216	2016-12-15 17:45:00.0	0	1	vnue-20160930.xml	1	
0001477932-16-014137	1386936	GOLD LAKES CORP.	1000	US	OH	BEACHWOOD	44122	3401 ENTERPRISE PARKWAY	SUITE 340	216-916-9303	US	OH	BEACHWOOD	44122	3401 ENTERPRISE PARKWAY	SUITE 340	US	NV	743207964	TNX MAVERICK CORP.	20150716	5-SML	0	0731	S-1/A	20160731	2016	FY	20161216	2016-12-15 20:18:00.0	1	1	gllk-20160731.xml	1	
0001477932-16-014157	1437925	GOLDEN MATRIX GROUP, INC.	1000	US	CA	LOS ANGELES	90046	1436 N MARTEL AVENUE, UNIT 110		432-242-1325	US	CA	LOS ANGELES	90046	1436 N MARTEL AVENUE, UNIT 110				461814729	SOURCE GOLD CORP.	20091016	5-SML	0	0731	10-Q	20161031	2017	Q1	20161219	2016-12-19 09:32:00.0	0	1	gmgi-20161031.xml	1	
0001477932-16-014173	1386936	GOLD LAKES CORP.	1000	US	OH	BEACHWOOD	44122	3401 ENTERPRISE PARKWAY	SUITE 340	216-916-9303	US	OH	BEACHWOOD	44122	3401 ENTERPRISE PARKWAY	SUITE 340	US	NV	743207964	TNX MAVERICK CORP.	20150716	5-SML	0	0731	10-Q/A	20160430	2016	Q3	20161220	2016-12-20 11:04:00.0	0	1	gllk-20160430.xml	1	
0001477932-16-014175	1386936	GOLD LAKES CORP.	1000	US	OH	BEACHWOOD	44122	3401 ENTERPRISE PARKWAY	SUITE 340	216-916-9303	US	OH	BEACHWOOD	44122	3401 ENTERPRISE PARKWAY	SUITE 340	US	NV	743207964	TNX MAVERICK CORP.	20150716	5-SML	0	0731	10-Q	20161031	2017	Q1	20161220	2016-12-20 12:32:00.0	0	1	gllk-20161031.xml	1	
0001477932-16-014177	1532926	BRK, INC.	3089	US	NV	LAS VEGAS	89103	3871 S. VALLEY VIEW BLVD., UNIT 70		(702) 572-80	US	NV	LAS VEGAS	89103	3871 S. VALLEY VIEW BLVD., UNIT 70		US	NV	262840468			5-SML	0	0430	10-Q	20161031	2017	Q2	20161220	2016-12-20 14:02:00.0	0	1	brk-20161031.xml	1	
0001477932-16-014181	1619096	SUMMIT NETWORKS INC.	3231	LV		RIGA	LV-1023	JAUNCIEMA GATVE 40	ZIEMELU RAJONS	775-572-8824	LV		RIGA	LV-1023	JAUNCIEMA GATVE 40	ZIEMELU RAJONS	US	NV	352511257			5-SML	0	0731	10-Q	20161031	2017	Q1	20161221	2016-12-20 18:18:00.0	0	1	sni-20161031.xml	1	
0001477932-16-014191	1132509	EASON EDUCATION KINGDOM HOLDINGS, INC.	8741	HK		KWUN TONG, KOWLOON	00000	UNIT 19, 35/F, TOWER 1	MILLENNIUM CITY 1, NO. 388 KWUN TONG ROA	85221110810	HK		KWUN TONG, KOWLOON	00000	UNIT 19, 35/F, TOWER 1	MILLENNIUM CITY 1, NO. 388 KWUN TONG ROA	US	NV	880435998	HAN LOGISTICS INC	20010116	5-SML	0	1231	S-1/A	20160930	2016	Q3	20161221	2016-12-21 13:18:00.0	1	1	ekkh-20160930.xml	1	
0001477932-16-014204	1420108	GLUCOSE HEALTH, INC.	2833	US	AR	BENTONVILLE	72712	609 SW 8TH STREET	6TH FLOOR	(888) 987-63	US	AR	BENTONVILLE	72712	609 SW 8TH STREET	6TH FLOOR	US	NV	901117742	BIO-SOLUTIONS CORP.	20071203	5-SML	0	1231	10-Q	20160930	2016	Q3	20161221	2016-12-21 14:26:00.0	0	1	gluc-20160930.xml	1	
0001477932-16-014206	1102432	VIKING INVESTMENTS GROUP, INC.	1311	US	NY	NEW YORK	10019	1330 AVENUE OF THE AMERICAS	SUITE 23 A	(212) 653-09	US	NY	NEW YORK	10019	1330 AVENUE OF THE AMERICAS	SUITE 23 A	US	NV	980199508	SINOCUBATE, INC	20081110	5-SML	0	1231	10-Q/A	20160331	2016	Q1	20161221	2016-12-21 15:01:00.0	0	1	vkin-20160331.xml	1	
0001477932-16-014214	1517498	E-WORLD USA HOLDING,INC	5122	US	CA	EL MONTE	91731	9550 FLAIR DRIVE	#308	626 448 3737	US	CA	EL MONTE	91731	9550 FLAIR DRIVE	#308	US	NV	208280840			5-SML	0	1231	10-Q	20150630	2015	Q2	20161221	2016-12-21 17:26:00.0	0	1	eworld-20150630.xml	1	
0001477932-16-014233	40570	GEE GROUP INC.	7361	US	IL	NAPERVILLE	60563	184 SHUMAN BLVD	SUITE 420	(630) 954-04	US	IL	NAPERVILLE	60563	184 SHUMAN BLVD	SUITE 420	US	IL	366097429	GENERAL EMPLOYMENT ENTERPRISES INC	19920703	5-SML	0	0930	10-K	20160930	2016	FY	20161222	2016-12-22 11:45:00.0	0	1	job-20160930.xml	1	
0001477932-16-014239	1399352	COOL TECHNOLOGIES, INC.	8200	US	FL	TAMPA	33637	8875 HIDDEN RIVER PARKWAY	SUITE 300	813-975-7467	US	FL	TAMPA	33637	8875 HIDDEN RIVER PARKWAY	SUITE 300	US	NV	753076597	HPEV, INC.	20120410	5-SML	0	1231	S-1	20160930	2016	Q3	20161222	2016-12-22 15:29:00.0	1	1	cool-20160930.xml	1	
0001477932-16-014284	1102432	VIKING INVESTMENTS GROUP, INC.	1311	US	NY	NEW YORK	10019	1330 AVENUE OF THE AMERICAS	SUITE 23 A	(212) 653-09	US	NY	NEW YORK	10019	1330 AVENUE OF THE AMERICAS	SUITE 23 A	US	NV	980199508	SINOCUBATE, INC	20081110	5-SML	0	1231	10-Q/A	20160630	2016	Q2	20161223	2016-12-23 09:33:00.0	0	1	vkin-20160630.xml	1	
0001477932-16-014297	1102432	VIKING INVESTMENTS GROUP, INC.	1311	US	NY	NEW YORK	10019	1330 AVENUE OF THE AMERICAS	SUITE 23 A	(212) 653-09	US	NY	NEW YORK	10019	1330 AVENUE OF THE AMERICAS	SUITE 23 A	US	NV	980199508	SINOCUBATE, INC	20081110	5-SML	0	1231	10-Q/A	20160930	2016	Q3	20161223	2016-12-23 11:30:00.0	0	1	vkin-20160930.xml	1	
0001477932-16-014307	728385	MIDWEST ENERGY EMISSIONS CORP.	3829	US	OH	LEWIS CENTER	43035	670 D ENTERPRISE DRIVE		614-505-6115	US	OH	LEWIS CENTER	43035	670 D ENTERPRISE DRIVE		US	DE	870398271	CHINA YOUTH MEDIA, INC.	20081016	5-SML	0	1231	S-1	20160930	2016	Q3	20161223	2016-12-23 15:32:00.0	0	1	meec-20160930.xml	1	
0001477932-16-014315	1506251	CITIUS PHARMACEUTICALS, INC.	2834	US	NJ	CRANFORD	07016	11 COMMERCE DRIVE	1ST FLOOR	(908) 967-66	US	NJ	CRANFORD	07016	11 COMMERCE DRIVE	1ST FLOOR	US	NV	273425913	TRAIL ONE, INC.	20110314	5-SML	0	0930	10-K	20160930	2016	FY	20161223	2016-12-23 17:01:00.0	0	1	ctxr-20160930.xml	1	
0001477932-16-014402	1631463	BARREL ENERGY INC.	1311	CA	BC	SURREY	V3S 2W4	14890 66A AVE		(604) 375-60	CA	BC	SURREY	V3S 2W4	14890 66A AVE		US	NV	471963189			5-SML	0	0930	10-K	20160930	2016	FY	20161229	2016-12-29 13:56:00.0	0	1	barrel-20160930.xml	1	
0001477932-16-014412	1517498	E-WORLD USA HOLDING,INC	5122	US	CA	EL MONTE	91731	9550 FLAIR DRIVE	#308	626 448 3737	US	CA	EL MONTE	91731	9550 FLAIR DRIVE	#308	US	NV	208280840			5-SML	0	1231	10-Q	20150930	2015	Q3	20161229	2016-12-29 17:08:00.0	0	1	eworld-20150930.xml	1	
0001477932-16-014440	1487931	FISION CORP	6770	US	MN	MINNEAPOLIS	55401	430 FIRST AVENUE NORTH	SUITE 620	612-927-3700	US	MN	MINNEAPOLIS	55401	430 FIRST AVENUE NORTH	SUITE 620			272205792	DE ACQUISITION 6, INC.	20100324	5-SML	0	1231	S-1/A	20160930	2016	Q3	20161230	2016-12-30 12:02:00.0	1	1	fision-20160930.xml	1	
0001478726-16-000096	1478726	CHARTER FINANCIAL CORP	6035	US	GA	WEST POINT	31833	1233 O.G. SKINNER DRIVE		(706) 645-13	US	GA	WEST POINT	31833	1233 O.G. SKINNER DRIVE				582659667	CHARTER FINANCIAL CORP	20091215	2-ACC	0	0930	10-K	20160930	2016	FY	20161209	2016-12-09 14:51:00.0	0	1	chfn-20160930.xml	1	
0001479094-16-000024	1479094	STAG INDUSTRIAL, INC.	6798	US	MA	BOSTON	02110	ONE FEDERAL STREET	23RD FLOOR	(617)574-477	US	MA	BOSTON	02110	ONE FEDERAL STREET	23RD FLOOR			273099608	STAG INDUSTRIAL REIT, INC.	20091218	1-LAF	0	1231	10-Q	20160930	2016	Q3	20161103	2016-11-03 16:59:00.0	0	1	stag-20160930.xml	1	
0001479290-16-000057	1479290	REVANCE THERAPEUTICS, INC.	2834	US	CA	NEWARK	94560	7555 GATEWAY BLVD.		510-742-3400	US	CA	NEWARK	94560	7555 GATEWAY BLVD.		US	DE	770551645			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161104	2016-11-04 16:11:00.0	0	1	rvnc-20160930.xml	1	
0001481792-16-000107	1481792	QUAD/GRAPHICS, INC.	2750	US	WI	SUSSEX	53089-3995	N61 W23044 HARRY'S WAY		414-566-6000	US	WI	SUSSEX	53089-3995	N61 W23044 HARRY'S WAY		US	WI	391152983			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161102	2016-11-02 16:02:00.0	0	1	quad-20160930.xml	1	
0001481832-16-000186	1481832	PREFERRED APARTMENT COMMUNITIES INC	6798	US	GA	ATLANTA	30327	3284 NORTHSIDE PARKWAY NW	SUITE 150	770 818 4100	US	GA	ATLANTA	30327	3284 NORTHSIDE PARKWAY NW	SUITE 150	US	MD	271712193			2-ACC	0	0930	10-Q	20160930	2016	Q3	20161107	2016-11-07 17:11:00.0	0	1	apts-20160930.xml	1	
0001482430-16-000131	1482430	KBS REAL ESTATE INVESTMENT TRUST III, INC.	6798	US	CA	NEWPORT BEACH	92660	800 NEWPORT CENTER DRIVE	SUITE 700	949-417-6500	US	CA	NEWPORT BEACH	92660	800 NEWPORT CENTER DRIVE	SUITE 700	US	MD	271627696			4-NON	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 17:04:00.0	0	1	kbsriii-20160930.xml	1	
0001482512-16-000219	1482512	HUDSON PACIFIC PROPERTIES, INC.	6500	US	CA	LOS ANGELES	90025	11601 WILSHIRE BLVD.	SUITE 1600	(310) 445-57	US	CA	LOS ANGELES	90025	11601 WILSHIRE BLVD.	SUITE 1600	US	MD	271430478			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161104	2016-11-03 21:09:00.0	0	1	hpp-20160930.xml	2	1496264
0001482512-16-000225	1482512	HUDSON PACIFIC PROPERTIES, INC.	6500	US	CA	LOS ANGELES	90025	11601 WILSHIRE BLVD.	SUITE 1600	(310) 445-57	US	CA	LOS ANGELES	90025	11601 WILSHIRE BLVD.	SUITE 1600	US	MD	271430478			1-LAF	1	1231	10-K/A	20151231	2015	FY	20161223	2016-12-23 16:22:00.0	0	1	hpp-20151231.xml	2	1496264
0001482974-16-000016	1482974	CARTER VALIDUS MISSION CRITICAL REIT, INC.	6798	US	FL	TAMPA	33609	4890 W KENNEDY BOULEVARD	SUITE 650	813 287 0101	US	FL	TAMPA	33609	4890 W KENNEDY BOULEVARD	SUITE 650	US	MD	271550167	CARTER VALIDUS REIT INC	20100202	4-NON	0	1231	10-Q	20160930	2016	Q3	20161114	2016-11-14 15:58:00.0	0	1	cik0001482974-20160930.xml	1	
0001483096-16-000033	1483096	WILLIAMS PARTNERS L.P.	4922	US	OK	TULSA	74172	ONE WILLIAMS CENTER		918-573-0454	US	OK	TULSA	74172	ONE WILLIAMS CENTER		US	DE	800534394	ACCESS MIDSTREAM PARTNERS LP	20120724	1-LAF	0	1231	10-Q	20160930	2016	Q3	20161031	2016-10-31 17:22:00.0	0	1	wpz-20160930.xml	1	
0001483195-16-000047	1483195	ORITANI FINANCIAL CORP	6022	US	NJ	TOWNSHIP OF WASHINGTON	07676	370 PASCACK ROAD		(201) 664-54	US	NJ	TOWNSHIP OF WASHINGTON	07676	370 PASCACK ROAD		US	DE	000000000			2-ACC	0	0630	10-Q	20160930	2017	Q1	20161109	2016-11-09 16:22:00.0	0	1	orit-20160930.xml	1	
0001483386-16-000040	1483386	ETFS PRECIOUS METALS BASKET TRUST	6221	US	NY	NEW YORK	10005	ETF SECURITIES USA LLC	48 WALL STREET, 11TH FLOOR	212-918-4954	US	NY	NEW YORK	10005	ETF SECURITIES USA LLC	48 WALL STREET, 11TH FLOOR	US	DE	000000000			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161104	2016-11-04 14:35:00.0	0	1	gltr-20160930.xml	1	
0001483510-16-000300	1483510	EXPRESS, INC.	5600	US	OH	COLUMBUS	43230	1 EXPRESS DRIVE		614-474-4001	US	OH	COLUMBUS	43230	1 EXPRESS DRIVE				262828128	EXPRESS PARENT LLC	20100205	1-LAF	0	0131	10-Q	20161031	2016	Q3	20161207	2016-12-07 15:54:00.0	0	1	expr-20161029.xml	1	
0001484504-16-000103	1484504	GIGAMON INC.	7374	US	CA	SANTA CLARA	95054	3300 OLCOTT STREET		408-831-4000	US	CA	SANTA CLARA	95054	3300 OLCOTT STREET		US	DE	263963351	GIGAMON LLC	20100218	1-LAF	0	1231	10-Q	20160930	2016	Q3	20161107	2016-11-07 16:08:00.0	0	1	gimo-20161001.xml	1	
0001485003-16-000198	1485003	ELEVEN BIOTHERAPEUTICS, INC.	2834	US	MA	CAMBRIDGE	02142	215 FIRST STREET	SUITE 400	617-871-9911	US	MA	CAMBRIDGE	02142	215 FIRST STREET	SUITE 400	US	DE	252025616			4-NON	0	1231	10-Q	20160930	2016	Q3	20161114	2016-11-14 17:31:00.0	0	1	ebio-20160930.xml	1	
0001486159-16-000143	1486159	OASIS PETROLEUM INC.	1311	US	TX	HOUSTON	77002	1001 FANNIN STREET	SUITE 1500	281-404-9500	US	TX	HOUSTON	77002	1001 FANNIN STREET	SUITE 1500	US	DE	000000000			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 12:16:00.0	0	1	oas-20160930.xml	1	
0001486279-16-000028	1486279	RESOURCE REAL ESTATE INVESTORS 7, L.P.	6500	US	PA	PHILADELPHIA	19112	ONE CRESCENT DRIVE, SUITE 203	NAVY YARD CORPORATE CENTER	215-546-5005	US	PA	PHILADELPHIA	19112	ONE CRESCENT DRIVE, SUITE 203	NAVY YARD CORPORATE CENTER	US	DE	262726308			5-SML	0	1231	10-Q	20160930	2016	Q3	20161114	2016-11-14 15:50:00.0	0	1	rsvn-20160930.xml	1	
0001486957-16-000036	1486957	BWX TECHNOLOGIES, INC.	3510	US	VA	LYNCHBURG	24504	800 MAIN STREET	4TH FLOOR	980-365-4300	US	VA	LYNCHBURG	24504	800 MAIN STREET	4TH FLOOR	US	DE	800558025	BABCOCK & WILCOX CO	20100311	1-LAF	0	1231	10-Q	20160930	2016	Q3	20161031	2016-10-31 16:42:00.0	0	1	bwxt-20160930.xml	1	
0001487052-16-000201	1487052	LEGACYTEXAS FINANCIAL GROUP, INC.	6035	US	TX	PLANO	75024	5851 LEGACY CIRCLE		972-509-2011	US	TX	PLANO	75024	5851 LEGACY CIRCLE				272176993	VIEWPOINT FINANCIAL GROUP INC.	20100312	1-LAF	0	1231	10-Q	20160930	2016	Q3	20161025	2016-10-25 16:35:00.0	0	1	ltxb-20160930.xml	1	
0001487101-16-000095	1487101	KEYW HOLDING CORP	7373	US	MD	HANOVER	21076	7740 MILESTONE PARKWAY,	SUITE 400	(443) 733-16	US	MD	HANOVER	21076	7740 MILESTONE PARKWAY,	SUITE 400	US	MD	271594952			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161102	2016-11-02 16:34:00.0	0	1	keyw-20160930.xml	1	
0001487101-16-000101	1487101	KEYW HOLDING CORP	7373	US	MD	HANOVER	21076	7740 MILESTONE PARKWAY,	SUITE 400	(443) 733-16	US	MD	HANOVER	21076	7740 MILESTONE PARKWAY,	SUITE 400	US	MD	271594952				0	1231	8-K	20151231	2015	FY	20161215	2016-12-15 16:36:00.0	0	1	keyw-20161215.xml	1	
0001487371-16-000362	1487371	GENMARK DIAGNOSTICS, INC.	3841	US	CA	CARLSBAD	92008	5964 LA PLACE COURT		(760) 448-43	US	CA	CARLSBAD	92008	5964 LA PLACE COURT		US	DE	272053069			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161103	2016-11-03 17:09:00.0	0	1	gnmk-20160930.xml	1	
0001487730-16-000073	1487730	SPECTRUM BRANDS HOLDINGS, INC.	3690	US	WI	MIDDLETON	53562	3001 DEMING WAY		608-275-3340	US	WI	MIDDLETON	53562-0992	P.O. BOX 620992		US	DE	272166630			1-LAF	1	0930	10-K	20160930	2016	FY	20161117	2016-11-17 14:02:00.0	0	1	c730-20160930.xml	2	1592706
0001487952-16-000105	1487952	VISHAY PRECISION GROUP, INC.	3670	US	PA	MALVERN	19355	3 GREAT VALLEY PARKWAY, SUITE 150		484-321-5300	US	PA	MALVERN	19355	3 GREAT VALLEY PARKWAY, SUITE 150		US	DE	270986328			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 16:37:00.0	0	1	vpg-20161001.xml	1	
0001488075-16-000259	1488075	INTRALINKS HOLDINGS, INC.	7372	US	NY	NEW YORK	10017	C/O INTRALINKS, INC.	150 E. 42ND STREET, 8TH FLOOR	212-543-7700	US	NY	NEW YORK	10017	C/O INTRALINKS, INC.	150 E. 42ND STREET, 8TH FLOOR	US	DE	208915510			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161102	2016-11-02 16:20:00.0	0	1	il-20160930.xml	1	
0001488139-16-000136	1488139	AMERESCO, INC.	1700	US	MA	FRAMINGHAM	01701	111 SPEEN STREET		508-661-2200	US	MA	FRAMINGHAM	01701	111 SPEEN STREET		US	DE	043512838			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161101	2016-11-01 12:41:00.0	0	1	amrc-20160930.xml	1	
0001489096-16-000191	1489096	THERMON GROUP HOLDINGS, INC.	3620	US	TX	SAN MARCOS	78666	100 THERMON DRIVE		512-396-5801	US	TX	SAN MARCOS	78666	100 THERMON DRIVE		US	DE	272228185			1-LAF	0	0331	10-Q	20160930	2016	Q2	20161102	2016-11-02 15:33:00.0	0	1	thr-20160930.xml	1	
0001489136-16-000061	1489136	SEMGROUP CORP	1389	US	OK	TULSA	74136-4216	TWO WARREN PLACE	6120 SOUTH YALE AVENUE, SUITE 700	918-524-8100	US	OK	TULSA	74136-4216	TWO WARREN PLACE	6120 SOUTH YALE AVENUE, SUITE 700	US	DE	203533152			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161107	2016-11-07 13:13:00.0	0	1	semg-20160930.xml	1	
0001490281-16-000215	1490281	GROUPON, INC.	7311	US	IL	CHICAGO	60654	600 WEST CHICAGO AVENUE, SUITE 400		(312) 334-15	US	IL	CHICAGO	60654	600 WEST CHICAGO AVENUE, SUITE 400		US	DE	270903295			1-LAF	1	1231	10-Q	20160930	2016	Q3	20161027	2016-10-26 18:16:00.0	0	1	grpn-20160930.xml	1	
0001490906-16-000135	1490906	CAPITOL FEDERAL FINANCIAL INC	6035	US	KS	TOPEKA	66603	700 S KANSAS AVENUE		785-235-1341	US	KS	TOPEKA	66603	700 S KANSAS AVENUE		US	MD	000000000			1-LAF	1	0930	10-K	20160930	2016	FY	20161129	2016-11-29 11:34:00.0	0	1	cffn-20160930.xml	1	
0001491778-16-000323	1491778	ANGIE'S LIST, INC.	7310	US	IN	INDIANAPOLIS	46202	1030 EAST WASHINGTON STREET	SUITE 100	317-803-3973	US	IN	INDIANAPOLIS	46202	1030 EAST WASHINGTON STREET	SUITE 100	US	DE	272440197			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161102	2016-11-02 09:07:00.0	0	1	angi-20160930.xml	1	
0001492298-16-000088	1492298	SABRA HEALTH CARE REIT, INC.	6798	US	CA	IRVINE	92612	18500 VON KARMAN	SUITE 550	888-393-8248	US	CA	IRVINE	92612	18500 VON KARMAN	SUITE 550	US	MD	272560479			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161102	2016-11-02 16:14:00.0	0	1	sbra-20160930.xml	1	
0001492658-16-000039	1492658	WRIGHT MEDICAL GROUP N.V.	3842	NL		AMSTERDAM	1097JB	PRINS BERNHARDPLEIN 200		901-867-4317	US	TN	MEMPHIS	38117	1023 CHERRY ROAD		NL		980509600	TORNIER N.V.	20110201	1-LAF	1	1231	10-Q	20160930	2016	Q3	20161102	2016-11-02 17:29:00.0	0	1	wmgi-20160925.xml	1	
0001492691-16-000101	1492691	SWIFT TRANSPORTATION CO	4213	US	AZ	PHOENIX	85043	2200 SOUTH 75TH AVENUE		602-269-9700	US	AZ	PHOENIX	85043	2200 SOUTH 75TH AVENUE				205589597	SWIFT TRANSPORTATION CO	20101209	1-LAF	0	1231	10-Q	20160930	2016	Q3	20161101	2016-11-01 08:09:00.0	0	1	swft-20160930.xml	1	
0001493152-16-013768	1615942	OCULUS INC.	3669	US	FL	FT. LAUDERDALE	33309	1451 W. CYPRESS ROAD	SUITE 300	(888) 623-88	US	FL	FT. LAUDERDALE	33309	1451 W. CYPRESS ROAD	SUITE 300	US	NV	000000000			5-SML	0	0430	10-Q/A	20160731	2017	Q1	20161003	2016-09-30 19:35:00.0	0	1	ocll-20160731.xml	1	
0001493152-16-013920	1561206	ONEPOWER SYSTEMS LTD.	7389	LB		KESSERWAN	00000	KARKAFI BUILDING, RUE 38	ZONE ROUGE, NEW SHAILEH	96171762476	LB		KESSERWAN	00000	KARKAFI BUILDING, RUE 38	ZONE ROUGE, NEW SHAILEH			000000000			5-SML	0	1130	10-Q	20160831	2016	Q3	20161007	2016-10-07 17:17:00.0	0	1	opsy-20160831.xml	1	
